# Logfile created on 2026-03-29 21:52:24 +0200 by logger.rb/v1.6.4
2026-03-29 21:52:24 +0200: Memory Usage (368164K) : Starting running IHP-SG13CMOS5L KLayout DRC runset on /home/syndace/Projects/OpenROAD-flow-scripts/flow/results/ihp-sg13cmos5l/prjleisurecruise/base/6_final.gds
2026-03-29 21:52:24 +0200: Memory Usage (368164K) : Ruby Version for klayout: 3.4.8
2026-03-29 21:52:24 +0200: Memory Usage (458468K) : Loading database to memory is complete.
2026-03-29 21:52:24 +0200: Memory Usage (458468K) : IHP-SG13CMOS5L KLayout DRC runset output at: /home/syndace/Projects/OpenROAD-flow-scripts/drc_run_LeisureCruiseHarness/6_final_LeisureCruiseHarness_forbidden.lyrdb
2026-03-29 21:52:24 +0200: Memory Usage (458720K) : Evaluate switches.
2026-03-29 21:52:24 +0200: Memory Usage (458720K) : tables selected: forbidden
2026-03-29 21:52:24 +0200: Memory Usage (458720K) : KLayout will use 8 thread(s) in tiled mode.
2026-03-29 21:52:24 +0200: Memory Usage (458720K) : deep mode is enabled.
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : lbe_drw has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : alcustop_drw has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : nometfiller_drw has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : prboundary_drw has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : exchange0_drw has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : exchange0_pin has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : exchange0_text has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : exchange1_drw has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : exchange1_pin has 0 polygons
2026-03-29 21:52:35 +0200: Memory Usage (487088K) : exchange1_text has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange2_drw has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange2_pin has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange2_text has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange3_drw has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange3_pin has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange3_text has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange4_drw has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange4_pin has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : exchange4_text has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : isonwell_drw has 0 polygons
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : Total no. of polygons in the design is 20049144
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : Loaded TECH DRC rules values from /home/syndace/Projects/IHP-Open-PDK/ihp-sg13cmos5l/libs.tech/klayout/python/sg13cmos5l_pycell_lib/sg13cmos5l_tech_mod.json
2026-03-29 21:52:36 +0200: Memory Usage (487088K) : Loaded default DRC rules values from /home/syndace/Projects/IHP-Open-PDK/ihp-sg13cmos5l/libs.tech/klayout/tech/drc/rule_decks/sg13cmos5l_tech_default.json
2026-03-29 21:52:36 +0200: Memory Usage (497444K) : Total area of the design is 3240000.0 um^2.
2026-03-29 21:52:36 +0200: Memory Usage (497444K) : The design dimensions are 1800.0 um * 1800.0 um.
2026-03-29 21:52:36 +0200: Memory Usage (497444K) : Starting general IHP-SG13CMOS5L derivations.
2026-03-29 21:52:36 +0200: Memory Usage (497444K) : Starting Pwell derivations
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Starting IHP-SG13CMOS5L DRC rules.
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Starting 3.2. FORBIDDEN table
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.biwind
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.pemwind
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.baspoly
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.deepco
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.pempoly
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.empoly
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.ldmos
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.pbiwind
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.nodrc
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.flash
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule forbidden.colwind
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Starting 3.2. CMOS5L FORBIDDEN layers check
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.Metal5
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.Metal5.filler
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.Via4
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.TopMetal2
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.TopMetal2.filler
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.TopVia2
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.TRANS
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.nBuLay
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.MIM
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : Executing rule CMOS5L.FORB.Vmim
2026-03-29 21:52:38 +0200: Memory Usage (567168K) : KLayout DRC run for tables 'forbidden' completed in 14.66 seconds
